"rowid","votereg","inputregstate","region","division","CONSENT","TAX_rate","STATE_DC","STATE_PR","SEXWORK","LOCALNEWS","REDFLAG","STUDEBT","GND","BDS","PRISVOTE","PROSPAY","FEES","SSCAP","OVERTIME","FOURDAY","TELMED","MINWAGE","WEALTAX","NAMEANYDEM","NAMEANYREP","employ","job","work_employees","work_comp","pp_daily_intuse_work","work_customers","work_benefits","work_pay","jobsec","side_job_US_1","side_job_US_2","side_job_US_3","side_job_US_4","side_job_US_5","side_job_US_6","side_job_US_7","side_job_US_8","employ_worktype","employ_worktype_other","NRSCLASS","DOWORK","WORKDIVERSE","WORKSAFE","class_neighbor","parents_ed","PAID","class_open","KARNOSKI","REGENTS","PICS","SHELBY","BURWELL","REDISTRICTING","SCOTUSQ1","SCOTUSQ2","SCOTUSGRID_split","roberts1","thomas1","sotomayor1","ginsberg1","kavanaugh1","kagan1","alito1","breyer1","gorsuch1","roberts2","thomas2","sotomayor2","ginsberg2","kavanaugh2","kagan2","alito2","breyer2","gorsuch2","COURTVIEW","COURTAPPROVE","PRES_APP","pid3","pid3_t","pid7","dtrpsupp","ideo5","turnout16","presvote16post","presvote16post_t","djtrelct","turnout18post","housevote18post","housevote18post_t","fin_emerg","fin_checking","fin_savings","fin_cashing","fin_cc","fin_loan","fin_car","fin_sticks","HOME_OWN","OPIOID","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","birthyr","age5","educ","educ4","educ2","race","race_t","race4","race2","hispanic","faminc_new","urban","GENDER_4","GENDER4_open","weight"
996,1,26,2,3,1,6,5,6,1,4,2,6,5,1,1,6,2,6,2,6,4,6,2,"Nancy Pelosi/ HATE HER","Sarah Palin/ LOVE HER",1,NA,2,2,4,3,1,1,3,2,2,2,2,2,2,1,2,2,NA,4,"Machine operator",1,1,1,5,3,"making less than $50,000 yearly",2,2,1,2,1,1,7,"Kavenaugh",1,4,1,5,5,1,5,3,4,1,3,5,1,1,5,1,2,3,4,2,5,2,3,NA,4,NA,4,1,2,NA,1,1,NA,NA,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1964,4,3,2,1,1,NA,1,1,2,4,3,1,NA,1.0991
997,1,41,4,9,1,6,3,3,5,6,6,3,3,6,5,6,2,6,2,2,5,2,3,"Nancy polosi","Na",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,"Working 5 days",2,3,1,3,2,1,9,"Na",2,3,6,4,6,2,6,6,6,2,3,4,2,2,5,2,3,3,4,1,3,2,2,NA,6,1,5,1,2,NA,1,1,2,NA,3,1,2,2,1,1,1,2,3,2,1,2,2,2,2,2,1989,2,5,3,2,1,NA,1,1,2,6,2,2,NA,0.4086
998,1,54,3,5,1,2,1,1,1,3,2,1,4,4,5,2,3,1,2,4,4,2,1,"Debbie Stabenow","Susan Collins",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,"Doing the hard labor and manual labor jobs that refuse to pay enough for employees that sweat the monthly bills.",2,1,2,2,1,2,9,"Roberts",1,2,3,1,1,3,3,5,2,3,4,5,2,1,6,3,5,3,4,1,2,5,3,NA,4,NA,3,1,3,NA,2,1,5,"Green Party",2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1972,3,4,2,1,1,NA,1,1,2,3,2,1,NA,1.0857
999,1,12,3,5,1,6,3,3,3,3,1,1,3,3,2,4,3,5,1,1,3,3,2,"Kamala Harris","",1,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,14,NA,1,"Financial statements",3,3,2,5,3,"",3,2,3,3,3,3,9,"",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,3,2,2,2,2,2,1,2,1992,1,5,3,2,7,NA,4,2,2,3,1,1,NA,0.4383
1000,1,12,3,5,1,3,5,5,3,5,5,5,5,3,5,2,5,1,4,5,5,5,5,"Maxine Waters","Cathy McMorris Rodgers",1,NA,1,1,2,3,1,3,4,2,2,2,2,2,2,1,2,14,NA,1,"Responsible for finance department",1,1,2,2,2,"To have a job. Everybody is working class unless your family has enough wealth to support multiple generations without working",2,3,1,2,1,2,9,"Roberts",2,1,1,1,1,1,1,1,1,1,4,5,3,1,4,2,4,2,4,1,1,2,2,NA,6,2,4,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1987,2,5,3,2,1,NA,1,1,2,10,3,1,NA,1.1759
1001,1,6,4,9,1,2,2,1,2,1,2,2,3,2,1,5,2,1,1,5,4,1,2,"James","Jones",1,NA,1,1,1,1,1,3,2,1,1,2,2,2,2,2,2,14,NA,1,"fix internet",1,1,1,1,2,"good one",1,1,1,2,1,2,2,"jones",2,2,2,2,3,3,3,3,1,3,5,5,4,5,4,4,5,4,5,1,2,2,2,NA,7,2,4,1,2,NA,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1985,2,5,3,2,1,NA,1,1,2,9,1,1,NA,0.8371
1002,1,9,1,1,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,"??","??",1,NA,2,1,1,3,1,3,5,2,2,2,2,2,2,1,2,11,NA,1,"??",2,1,2,3,3,"??",3,3,3,3,3,3,12,"??",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,NA,2,NA,2,2,7,NA,2,1,1,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1968,4,5,3,2,1,NA,1,1,2,14,2,1,NA,1.0689
1003,1,6,4,9,1,6,3,1,5,5,1,2,2,4,4,3,2,6,2,1,6,2,2,"","",2,NA,2,2,4,1,3,1,4,1,1,2,2,2,2,2,2,5,NA,2,"I'm a physical therapy aide. Teach patients exercises",1,1,1,3,3,"Struggling but working 40 hours a week",1,1,1,3,1,3,NA,"",1,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,2,4,5,1,NA,2,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1993,1,5,3,2,3,NA,3,2,1,5,1,2,NA,0.2661
1004,1,34,1,2,1,1,1,1,2,1,1,1,1,5,2,2,2,1,2,1,2,2,1,"Kamela Harris","Lisa Murowski",1,NA,2,1,3,3,2,3,4,2,2,2,2,2,2,1,2,10,NA,3,"I manage information technology for a small nonprofit, administer its specialized database, analyze program data, and assist in the development of organizational processes and planning",1,1,2,1,5,"Working class is a fuzzy set of characteristics which can (but does not have to) include incomes in the lower part of the income scale, performing primarily physical labor at work, working on an hourly basis, not having a college degree, having a cultural background that exposes you to lower-status experiences than those common in the middle or upper-middle class, etc. There is no single deciding characteristic of a working class person; for example, a master plumber might earn a six figure salary, but would generally be considered working class, while a school teacher might earn less than $40,000 per year and be considered middle class.",1,1,3,2,1,2,9,"Roberts",1,2,5,1,1,4,1,4,2,4,4,5,1,1,4,2,5,2,4,2,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,2,3,2,2,2,2,1,2,1994,1,5,3,2,6,NA,4,2,2,10,2,1,NA,0.9953
1005,1,47,3,6,1,4,3,4,4,3,4,2,3,3,3,4,2,4,2,4,3,3,2,"Kamala Harris","Marsha Blackburn",1,NA,2,1,2,3,3,3,2,2,2,1,2,2,2,2,2,11,NA,1,"A Office Space",1,1,2,3,3,"To be hands on with being able to get the job done in a profound way",1,3,1,1,1,1,9,"John Roberts",2,3,5,3,3,3,2,3,3,2,3,3,3,3,3,2,4,4,2,1,3,2,1,NA,2,NA,2,2,7,NA,2,1,1,NA,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1976,3,2,1,1,2,NA,2,2,2,6,1,1,NA,1.3786
1006,1,6,4,9,1,1,1,1,2,4,1,1,1,5,3,3,3,1,1,2,3,1,6,"","",2,NA,2,2,4,1,2,1,3,2,2,2,2,2,2,1,2,5,NA,2,"In home support - housekeeping, errands, help with focusing and/or not overreacting, etc.",1,1,1,3,4,"Struggling to avoid homelessness.",1,1,3,2,1,3,9,"",1,6,5,2,1,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,4,"Green",4,NA,1,1,4,NA,2,1,6,NA,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1945,5,3,2,1,1,NA,1,1,2,97,2,2,NA,0.6026
1007,1,32,4,8,1,5,5,5,2,5,5,5,5,1,3,6,1,5,6,3,5,5,5,"elizabeth warren","Deb Fischer",2,NA,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,6,NA,1,"provide specialized patient care, across the whole age spectrum",1,1,1,2,1,"Working 30-50 hours a week, making under 150,000.00",2,2,3,1,2,2,9,"John Roberts",1,4,1,5,5,3,5,2,6,1,3,5,1,1,3,1,4,6,5,2,5,2,3,NA,4,NA,5,1,2,NA,1,1,2,NA,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1964,4,3,2,1,5,NA,4,2,2,8,1,1,NA,0.5903
1008,1,56,4,8,1,1,1,1,5,1,6,6,6,6,6,6,6,6,5,5,5,1,6,"Nancy Pelosi","Nothing",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,"Muchas trabajan 2 trabajos para poder sobrevivir y que sus hijos puedan llegar a la universidad",1,1,1,1,1,1,0,"Idn",1,3,3,1,3,5,3,3,3,3,5,5,5,5,1,5,5,5,5,1,6,5,1,NA,1,NA,5,1,1,NA,2,1,1,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1996,1,3,2,1,3,NA,3,2,1,3,1,2,NA,0.8194
1009,1,48,3,7,1,1,5,1,1,1,4,1,1,5,1,1,1,1,1,1,1,3,1,"Nancy pelosi","Dont know",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,"Blue collar, working for low hourly wages and very few benefits.",1,1,2,2,1,2,9,"",1,5,5,1,2,5,3,2,3,5,5,5,2,2,5,3,2,4,4,2,4,5,1,NA,1,NA,1,2,7,NA,2,2,NA,NA,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1964,4,5,3,2,3,NA,3,2,1,1,3,1,NA,0.7642
1010,1,16,4,8,1,2,1,1,2,2,1,1,2,1,4,2,2,2,3,3,2,3,1,"Warren","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,"Working,",1,1,3,2,1,2,9,"roberts",2,2,5,1,1,5,1,2,1,3,3,5,3,3,5,3,4,3,3,2,4,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1944,5,3,2,1,1,NA,1,1,2,5,3,2,NA,0.6026
1011,1,50,1,1,1,2,1,1,2,4,1,1,1,5,2,4,1,1,1,2,1,1,1,"Nancy Pelosi","the idiot from Maine Susan Collins",2,NA,1,1,2,1,3,2,1,1,1,1,1,1,2,2,2,6,NA,1,"Neurofeedback, also, Elder care",3,1,2,1,6,"To be just getting by-paycheck to paycheck while people profit from your labor",1,1,2,2,1,2,9,"the rapist",1,4,5,1,1,5,1,5,2,5,4,5,2,2,5,2,5,3,5,1,4,5,3,NA,3,NA,5,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1965,4,5,3,2,3,NA,3,2,1,9,2,2,NA,0.5365
1012,1,12,3,5,1,2,2,4,6,3,1,2,2,2,2,2,2,2,2,2,2,2,1,"","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"they work here",3,2,1,1,1,3,6,"",2,1,1,5,4,1,5,1,4,1,3,3,4,3,3,4,3,4,3,1,2,2,2,NA,7,3,3,1,2,NA,1,1,2,NA,1,1,1,3,1,2,1,2,1,2,2,2,2,2,1,2,1948,5,1,1,1,1,NA,1,1,2,1,2,1,NA,1.2998
1013,1,12,3,5,1,3,2,2,2,2,1,4,1,2,4,2,5,2,2,5,2,5,1,"Nancy Pelosi","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,"Anyone that doesn't own his own business and commutes to work everyday.",1,2,1,3,1,2,7,"Roberts",1,2,2,1,1,4,6,2,2,2,3,4,2,2,5,6,6,6,4,1,2,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1949,5,3,2,1,1,NA,1,1,2,11,2,1,NA,0.75
1014,1,34,1,2,1,1,1,1,2,4,2,2,1,4,4,2,2,2,1,2,2,2,1,"pelosi","Haley",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,"living paycheck to paycheck",1,1,1,2,1,1,9,"Roberts",1,2,5,1,1,5,1,5,5,5,3,5,2,2,5,2,5,4,4,1,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1950,5,3,2,1,1,NA,1,1,2,1,3,1,NA,0.6833
1015,1,37,3,5,1,3,5,1,1,2,1,1,1,5,5,1,3,1,1,3,1,1,1,"Maxune Waters","Michele bachmann",1,NA,1,1,1,3,2,3,4,2,2,2,2,2,2,1,2,10,NA,3,"I an a Security It Communications Anilist",1,1,2,5,4,"righ now the working class are struggleing",1,1,1,1,2,1,9,"John Roberts",2,2,2,1,1,5,1,2,1,5,4,4,4,NA,4,4,4,4,1,2,1,5,1,NA,1,NA,5,1,1,NA,2,1,1,NA,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1953,5,2,1,1,2,NA,2,2,2,10,2,1,NA,1.9355
1016,1,36,1,2,1,3,3,3,5,5,1,3,5,3,5,5,2,3,1,5,5,4,1,"Pelosi","Smith",1,NA,1,2,4,1,1,1,4,2,2,2,2,2,2,1,2,24,"Teamster",NA,"Drive concrete truck",1,1,2,3,3,"Difficult",2,2,1,3,2,3,12,"Roberts?",2,2,2,5,3,1,5,2,3,2,4,3,2,2,4,2,3,2,4,1,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1968,4,2,1,1,1,NA,1,1,2,9,2,1,NA,1.5206
1017,1,26,2,3,1,6,3,3,3,3,3,2,2,3,1,2,2,4,2,2,5,4,1,"Debbie stabenow","Betsy Duvall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"people that work a job for a living",2,2,1,1,1,3,9,"John Glover Roberts Jr.",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,1,NA,1,NA,1,2,7,NA,2,1,1,NA,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1952,5,2,1,1,2,NA,2,2,2,2,1,1,NA,1.9594
1018,1,48,3,7,1,6,2,1,2,6,1,1,1,5,2,1,1,1,1,6,2,1,1,"Nancy Pelosi","I don't know",1,NA,2,1,2,2,1,3,4,1,2,2,2,2,2,2,2,24,"Civil rights specialist",NA,"Investigate complaints of employment discrimination including sexual harassment and service related complaints for consumers that have used the state of Texas for services or contract work. Also work with state of Texas employees in obtaining reasonable accommodation requests.",1,1,2,3,3,"Living pay check to pay check. Working hard for your money, sometimes having a side job to do extra activities or using income tax refunds.",1,1,1,2,1,3,12,"Ginsberg",2,3,5,1,1,5,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,1,NA,2,NA,3,1,1,NA,2,1,1,NA,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1980,2,5,3,2,2,NA,2,2,2,6,2,2,NA,1.5354
1019,1,6,4,9,1,4,2,2,4,5,3,2,3,3,5,3,1,1,1,1,5,5,1,"None","None",1,NA,2,2,1,1,3,2,5,2,2,2,2,2,1,2,2,24,"Transpirtation",NA,"Transport",2,2,1,3,3,"Work hard non restaurant",1,2,1,1,2,1,9,"Reinquest",1,1,1,5,5,1,5,3,3,1,4,5,3,1,5,3,1,1,5,2,2,2,2,NA,7,2,5,1,2,NA,3,1,2,NA,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1974,3,5,3,2,1,NA,1,1,2,10,3,1,NA,0.8371
1020,1,12,3,5,1,5,2,2,4,2,2,4,2,5,1,1,2,2,1,2,6,2,6,"Hilary","N/A",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,"The people that work harder",1,1,1,1,1,1,10,"Robert",2,3,4,1,1,6,1,3,1,5,6,6,3,4,6,3,6,3,6,1,4,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1984,2,2,1,1,2,NA,2,2,2,2,1,2,NA,1.2338
1021,1,48,3,7,1,6,3,1,1,1,6,5,5,1,5,5,3,1,3,1,3,5,1,"","",1,NA,1,1,2,2,3,1,1,2,2,2,2,2,2,1,2,1,NA,4,"Welding",2,2,1,6,3,"Your poor",3,3,3,3,3,3,9,"Don't know",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,4,NA,3,1,2,NA,3,1,2,NA,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1967,4,2,1,1,3,NA,3,2,1,97,1,1,NA,1.6388
1022,1,34,1,2,1,3,3,3,4,5,5,3,1,5,6,6,6,1,6,1,1,1,5,"Maggi Hassan","JEANNETTERANKIN",1,NA,1,1,1,1,1,3,NA,2,2,2,2,2,2,1,2,7,NA,1,"mANAGER it",3,1,2,6,2,"nothing",1,1,2,2,2,2,6,"johnG Roberts",1,1,1,1,1,1,1,1,1,1,3,1,3,2,3,2,2,3,3,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1975,3,5,3,2,4,NA,4,2,2,10,1,1,NA,0.8182
1023,1,6,4,9,1,3,2,3,3,NA,1,2,1,3,2,1,2,2,2,3,3,5,1,"Kamala Harris","Nancy Pelosi",2,NA,2,1,1,2,2,1,3,2,2,1,2,2,2,2,2,9,NA,2,"Take control of the servers in the company",2,1,2,2,5,"that contributes to the society the manpower for the production, construction and manufacture, receiving in return an economic compensation (salary)",1,2,3,2,1,1,8,"Brett Kavanaugh",1,2,1,2,3,3,2,2,2,1,3,1,4,3,2,3,2,3,2,1,1,2,2,NA,7,1,2,1,2,NA,1,1,2,NA,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1981,2,5,3,2,1,NA,1,1,2,10,1,1,NA,0.8371
1024,1,12,3,5,1,3,3,4,5,4,5,1,1,1,3,1,2,2,4,5,5,1,2,"","",2,NA,2,1,2,3,1,1,4,1,2,2,2,2,2,2,2,9,NA,2,"I make plans",2,1,2,1,6,"",2,3,2,2,3,1,10,"",1,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,1,2,NA,6,3,3,1,2,NA,3,1,2,NA,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1995,1,2,1,1,1,NA,1,1,2,2,1,1,NA,2.3786
1025,1,26,2,3,1,6,6,6,6,6,6,3,6,3,1,6,6,6,6,6,6,6,6,"Don't know","Don't know",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,"Having a job",1,3,3,3,3,3,NA,"",1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,5,1,NA,2,NA,6,1,1,NA,2,1,1,NA,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1966,4,2,1,1,2,NA,2,2,2,1,1,2,NA,1.9387
1026,1,26,2,3,1,3,3,3,3,5,1,5,5,1,4,3,3,2,2,2,5,5,2,"Nancy pelosi","Polly skolarous",1,NA,1,1,2,3,2,1,4,1,2,2,2,2,1,2,2,24,"Purchasing",NA,"Purchasing, shipping and inventory manager",1,1,4,3,4,"I thinks it's a misnomer. Unless you are retired you are working class. Whatever your level of living is you are working to maintain or improve it. I think it's a made up identifier for political purposes",3,2,1,3,2,2,9,"Roberts",1,3,3,3,5,3,3,3,3,3,3,4,2,1,3,6,6,6,4,2,4,3,3,NA,4,NA,3,1,3,NA,3,1,2,NA,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1975,3,5,3,2,1,NA,1,1,2,9,2,1,NA,1.1904
1027,1,6,4,9,1,3,6,1,3,3,1,1,5,6,4,5,6,6,6,1,5,5,1,"Alexandria Cortez","Kim Reynolds",1,NA,1,1,1,3,2,3,3,2,2,2,2,2,2,1,2,5,NA,2,"Production Manager",1,1,2,3,3,"Live pay check to pay check",2,2,1,3,1,3,9,"Roberts",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,NA,6,1,4,1,2,NA,1,1,2,NA,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1969,4,5,3,2,3,NA,3,2,1,11,2,2,NA,0.4192
1028,1,29,2,4,1,2,3,1,2,2,2,2,1,5,2,2,5,2,2,2,1,4,2,"Elizabeth Warren","Susan Collins",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Getting paid less than $20/hour",1,1,1,3,1,2,9,"Roberts",1,2,6,2,1,6,2,6,6,6,3,6,6,1,5,2,6,6,6,2,6,5,1,NA,1,NA,2,1,4,NA,2,1,1,NA,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1993,1,5,3,2,3,NA,3,2,1,5,1,2,NA,0.3784
1029,1,42,1,2,1,3,3,3,2,5,5,5,5,5,5,5,3,2,5,5,5,5,5,"Elizabeth Warren","Susan Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,"Actively working at a job 40 plus hours a week!",2,2,1,2,2,1,9,"Roberts",1,4,1,4,5,1,4,1,2,1,2,4,1,2,5,1,5,3,4,1,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1935,5,2,1,1,1,NA,1,1,2,7,3,1,NA,1.1842
1030,1,12,3,5,1,4,4,1,2,2,1,1,1,3,4,3,5,5,2,3,1,4,1,"Kirsten Gillibrand","Susan Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,"Working 40+ hours a week for less than 40k per year.",1,1,1,1,1,3,8,"Jay",2,1,3,2,1,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,NA,5,3,3,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1976,3,5,3,2,3,NA,3,2,1,16,2,2,NA,0.6854
1031,1,13,3,5,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,3,1,1,1,"Elizabeth Warren","",1,NA,2,1,2,1,1,3,4,2,2,2,2,1,1,2,2,18,NA,4,"911 dispatcher",2,1,1,3,3,"To be living paycheck to paycheck with an inability to have emergency funds",1,1,1,2,1,2,9,"Roberts",2,3,5,1,1,5,1,3,1,4,4,5,2,2,5,2,4,3,5,1,2,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1982,2,5,3,2,1,NA,1,1,2,4,2,1,NA,1.1759
1032,1,48,3,7,1,6,3,3,5,3,2,4,2,3,1,5,3,2,1,5,3,1,3,"Elizabeth Warren","Lynn Jenkins",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,"Don't know",1,NA,2,3,3,2,9,"Roberts",2,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,4,6,2,3,5,1,NA,1,NA,3,1,1,NA,2,2,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1980,2,2,1,1,2,NA,2,2,2,2,1,2,NA,1.2338
1033,1,40,3,7,1,4,1,1,5,5,5,5,5,1,5,5,3,1,1,1,5,5,5,"mad maxine waters","sarah sanders",1,NA,2,2,4,1,1,1,4,1,2,2,2,2,2,2,2,5,NA,2,"mentalhealth tech",1,1,1,1,2,"working paycheck to paycheck",2,2,2,2,2,2,9,"roberts",2,4,1,5,5,2,5,1,5,1,2,5,1,1,3,1,5,1,4,2,2,1,2,NA,7,4,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1966,4,5,3,2,1,NA,1,1,2,4,2,1,NA,1.1733
1034,1,21,3,6,1,6,5,5,6,5,3,6,5,6,2,5,2,6,4,6,6,5,5,"pelosi","",1,NA,2,2,4,1,3,2,4,2,2,2,2,2,2,1,2,1,NA,4,"Welder",NA,1,1,3,NA,"Work your ass off and barely get by.",3,2,3,3,2,3,9,"Roberts",1,3,2,4,4,2,4,6,6,6,3,4,2,1,4,2,6,6,6,2,3,2,2,NA,6,2,4,1,2,NA,1,1,2,NA,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1967,4,2,1,1,1,NA,1,1,2,4,3,1,NA,1.669
1035,1,17,2,3,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,3,1,1,1,"Elizabeth Warren","Marsha blackburn",1,NA,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,10,NA,3,"Customer service",1,1,2,3,3,"Poor with little to no chance for advancement",1,1,3,2,1,2,9,"Roberts",2,5,5,1,1,5,1,5,1,5,5,5,2,1,5,2,5,2,5,2,4,5,3,NA,3,NA,1,1,1,NA,2,1,1,NA,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1977,3,5,3,2,1,NA,1,1,2,7,2,1,NA,1.1904
1036,1,36,1,2,1,2,2,1,3,2,3,2,2,5,2,2,1,1,3,4,1,3,2,"Nancy. Nancy Pelosi","Lisa Murkowskoi",2,NA,2,2,4,2,3,1,2,1,1,2,1,2,2,2,2,25,NA,NA,"Professional organizing, design",2,1,2,1,5,"I think people who consider themselves 'middle class' are actually working class- they don't have a ton of actual disposable income, they have, at the very best, a small 401k, and if they lost their jobs their entire lives would be up ended in a couple months. But as a status thing, if they're not manual labor, they refer to themselves as 'middle class'. Likewise a lot of manual workers (construction, eg) are middle class, unions, pensions, benefits, 401k, house and savings, kids in college.",1,3,3,2,1,2,9,"John G Roberts",1,4,5,1,1,5,1,5,1,5,4,5,2,3,5,2,5,3,5,2,5,5,1,NA,2,NA,3,1,1,NA,2,1,1,NA,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1964,4,5,3,2,3,NA,3,2,1,6,1,2,NA,0.5365
